50 0 96 1181 632 92 293 0  
51 0 97 598 653 32 312 0  
51 0 98 1192 632 93 283 0  
66 0 99 1181 578 104 324 0  
66 0 100 521 606 19 342 0  
75 0 101 473 624 32 370 0  
78 0 9 1177 569 103 347 0 "1126.0 396.0 1229.0 396.0 1229.0 743.0 1126.0 743.0" 
79 0 9 1178 566 103 347 0 "1127.0 393.0 1230.0 393.0 1230.0 740.0 1127.0 740.0" 
80 0 9 1181 565 103 347 0 "1130.0 392.0 1233.0 392.0 1233.0 739.0 1130.0 739.0" 
81 0 9 1186 570 103 347 0 "1135.0 397.0 1238.0 397.0 1238.0 744.0 1135.0 744.0" 
82 0 9 1187 573 103 347 0 "1136.0 400.0 1239.0 400.0 1239.0 747.0 1136.0 747.0" 
83 0 9 1190 578 103 347 0 "1139.0 405.0 1242.0 405.0 1242.0 752.0 1139.0 752.0" 
83 0 102 440 645 27 391 0  
84 0 9 1191 581 103 347 0 "1140.0 408.0 1243.0 408.0 1243.0 755.0 1140.0 755.0" 
85 0 9 1194 582 103 347 0 "1143.0 409.0 1246.0 409.0 1246.0 756.0 1143.0 756.0" 
85 0 179 432 643 40 386 0  
86 0 9 1199 581 103 347 0 "1148.0 408.0 1251.0 408.0 1251.0 755.0 1148.0 755.0" 
87 0 9 1204 584 103 347 0 "1153.0 411.0 1256.0 411.0 1256.0 758.0 1153.0 758.0" 
88 0 9 1207 591 103 347 0 "1156.0 418.0 1259.0 418.0 1259.0 765.0 1156.0 765.0" 
89 0 9 1210 594 103 347 0 "1159.0 421.0 1262.0 421.0 1262.0 768.0 1159.0 768.0" 
90 0 9 1211 591 103 347 0 "1160.0 418.0 1263.0 418.0 1263.0 765.0 1160.0 765.0" 
101 0 9 1256 582 103 347 0 "1205.0 409.0 1308.0 409.0 1308.0 756.0 1205.0 756.0" 
104 0 103 406 647 32 437 0  
104 0 178 1254 624 115 404 0  
109 0 9 1280 578 103 347 0 "1229.0 405.0 1332.0 405.0 1332.0 752.0 1229.0 752.0" 
109 0 177 402 651 40 448 0  
124 0 172 1318 629 137 461 0  
124 0 173 334 671 36 510 0  
125 0 174 1322 639 141 468 0  
125 0 175 336 680 40 503 0  
129 0 36 1336 645 151 501 0  
129 0 104 309 705 43 532 0  
130 0 34 1336 647 155 501 0  
130 0 176 306 702 58 534 0  
131 0 33 1348 646 154 507 0  
132 0 32 1350 647 149 497 0  
133 0 31 1349 647 151 515 0  
134 0 30 1353 645 155 523 0  
135 0 29 1352 641 153 510 0  
136 0 28 1349 641 156 532 0  
137 0 27 1358 644 156 525 0  
138 0 26 1354 635 153 540 0  
139 0 25 1355 632 151 553 0  
140 0 24 1359 633 158 567 0  
141 0 23 1363 639 162 556 0  
142 0 22 1364 630 151 553 0  
143 0 21 1369 627 149 576 0  
144 0 20 1374 625 143 568 0  
145 0 19 1374 627 158 572 0  
146 0 18 1380 632 158 579 0  
146 0 105 231 670 45 606 0  
147 0 17 1382 627 145 580 0  
148 0 16 1379 625 152 593 0  
149 0 15 1380 628 158 591 0  
150 0 14 1390 628 160 599 0  
151 0 13 1396 623 160 602 0  
152 0 12 1404 626 154 600 0  
153 0 11 1408 622 166 608 0  
154 0 10 1418 629 167 615 0  
155 0 9 1426 628 159 633 0 "1375.0 355.0 1478.0 355.0 1478.0 702.0 1375.0 702.0" 
156 0 9 1434 628 161 638 0 "1384.0 356.0 1487.0 356.0 1487.0 703.0 1384.0 703.0" 
157 0 9 1440 627 158 640 0 "1389.0 353.0 1492.0 353.0 1492.0 700.0 1389.0 700.0" 
158 0 9 1445 634 163 639 0 "1396.0 354.0 1499.0 354.0 1499.0 701.0 1396.0 701.0" 
159 0 9 1452 630 163 656 0 "1401.0 353.0 1504.0 353.0 1504.0 700.0 1401.0 700.0" 
160 0 9 1454 633 169 653 0 "1406.0 352.0 1509.0 352.0 1509.0 699.0 1406.0 699.0" 
164 0 106 143 693 60 700 0  
164 0 109 1495 661 171 636 0  
170 0 107 51 676 64 764 0  
170 0 108 1504 666 158 681 0  
173 0 110 1492 664 164 689 0  
174 0 111 1461 663 145 683 0  
175 0 112 1431 661 167 695 0  
176 0 113 1386 652 153 691 0  
177 0 114 1336 646 155 691 0  
178 0 115 1280 644 162 695 0  
179 0 116 1230 641 164 694 0  
180 0 117 1175 637 175 706 0  
181 0 118 1117 632 175 707 0  
182 0 119 1082 627 162 704 0  
183 0 120 1036 625 171 716 0  
184 0 121 1000 628 183 719 0  
189 0 122 903 615 181 741 0  
192 0 123 986 625 181 751 0  
194 0 124 1122 630 179 770 0  
196 0 125 1305 642 183 790 0  
198 0 126 1522 650 202 823 0  
199 0 127 1652 654 207 849 0  
200 0 128 1802 659 277 870 0  
201 0 129 1872 577 220 719 0  
201 0 130 -5 707 130 817 0  
202 0 131 97 690 156 778 0  
203 0 132 193 692 156 779 0  
204 0 133 291 706 164 802 0  
205 0 134 376 706 155 819 0  
206 0 135 444 696 143 825 0  
207 0 136 504 701 139 838 0  
208 0 137 551 685 139 828 0  
209 0 138 598 714 139 898 0  
210 0 139 631 723 128 947 0  
211 0 140 652 733 122 1011 0  
212 0 141 672 660 110 919 0  
213 0 142 679 683 113 1028 0  
214 0 143 687 604 102 934 0  
215 0 144 685 567 102 947 0  
216 0 145 680 530 107 950 0  
217 0 146 663 492 103 954 0  
218 0 149 638 456 86 965 0  
219 0 150 617 430 87 977 0  
220 0 151 590 447 88 936 0  
222 0 152 476 448 98 972 0  
224 0 153 242 439 130 1045 0  
225 0 154 88 462 143 1082 0  
228 0 155 1867 592 177 946 0  
229 0 156 1829 558 318 988 0  
230 0 157 1741 549 328 967 0  
231 0 158 1641 530 313 958 0  
232 0 159 1558 517 309 949 0  
234 0 160 1438 487 252 967 0  
237 0 161 1305 465 261 930 0  
242 0 162 1170 425 220 907 0  
249 0 163 1092 592 226 988 0  
250 0 164 1099 664 226 1027 0  
254 0 165 1200 719 236 870 0  
257 0 166 1400 738 249 819 0  
260 0 167 1633 737 250 748 0  
261 0 168 1728 788 260 830 0  
262 0 169 1807 841 252 911 0  
263 0 170 1886 964 260 1139 0  
264 0 171 1957 870 237 955 0  
